,carrier,distance,travel_time,segment,betweenness,shape
176,JetBlue Airways,1734,8537,"('CUN', 'BOS')",0.0007085946773969132,"[[-86.8770980835, 21.0365009308], [-71.00520325, 42.36429977]]"
177,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",1581,0,"('CUN', 'BUF')",0.0002783389997229425,"[[-86.8770980835, 21.0365009308], [-78.73220062, 42.94049835]]"
178,Southwest Airlines Co.,1388,13379,"('CUN', 'BWI')",0.0003710892759172514,"[[-86.8770980835, 21.0365009308], [-76.66829681, 39.17539978]]"
179,Delta Air Lines Inc.,918,193,"('CUN', 'CHS')",0.0007669001006312575,"[[-86.8770980835, 21.0365009308], [-80.04049683, 32.89860153]]"
180,Frontier Airlines Inc.,1434,3820,"('CUN', 'CLE')",0.0002972916992931906,"[[-86.8770980835, 21.0365009308], [-81.8498001099, 41.4117012024]]"
181,American Airlines Inc.,1040,17250,"('CUN', 'CLT')",0.00036915100230966485,"[[-86.8770980835, 21.0365009308], [-80.9430999756, 35.2140007019]]"
182,Southwest Airlines Co.,1327,956,"('CUN', 'CMH')",0.00032118297004582,"[[-86.8770980835, 21.0365009308], [-82.8918991089, 39.9980010986]]"
183,United Air Lines Inc.,1619,304,"('CUN', 'COS')",0.0005773661319903693,"[[-86.8770980835, 21.0365009308], [-104.700996399, 38.8058013916]]"
184,United Air Lines Inc.,814,286,"('CUN', 'CRP')",0.0005709171936669202,"[[-86.8770980835, 21.0365009308], [-97.5011978149, 27.7703990936]]"
185,United Air Lines Inc.,1669,15442,"('CUN', 'DEN')",0.00036752093019562124,"[[-86.8770980835, 21.0365009308], [-104.672996521, 39.8616981506]]"
186,United Air Lines Inc.,1546,25434,"('CUN', 'EWR')",0.0008790261314143581,"[[-86.8770980835, 21.0365009308], [-74.1687011719, 40.6925010681]]"
187,Southwest Airlines Co.,549,9297,"('CUN', 'FLL')",0.0012689294527445702,"[[-86.8770980835, 21.0365009308], [-80.1527023315, 26.072599411]]"
188,Delta Air Lines Inc.,1789,321,"('CUN', 'GJT')",0.0012070369713944751,"[[-86.8770980835, 21.0365009308], [-108.527000427, 39.1223983765]]"
189,JetBlue Airways,726,140,"('CUN', 'JAX')",0.0006329598708038218,"[[-86.8770980835, 21.0365009308], [-81.6878967285, 30.4941005707]]"
190,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1504,887,"('CUN', 'LAN')",0.0009693236325709763,"[[-86.8770980835, 21.0365009308], [-84.5874023438, 42.7787017822]]"
191,American Airlines Inc.,1448,371,"('CUN', 'MDT')",0.0004202994535066043,"[[-86.8770980835, 21.0365009308], [-76.7633972168, 40.1935005188]]"
192,Delta Air Lines Inc.,982,215,"('CUN', 'MEM')",0.000601218587053366,"[[-86.8770980835, 21.0365009308], [-89.9766998291, 35.0424003601]]"
193,"Jet Aviation Flight Services, Inc.",2402,348,"('CUN', 'OAK')",0.0003010905365998916,"[[-86.8770980835, 21.0365009308], [-122.221000671, 37.7212982178]]"
194,United Air Lines Inc.,2077,403,"('CUN', 'ONT')",0.0003467547259184667,"[[-86.8770980835, 21.0365009308], [-117.600997925, 34.0559997559]]"
195,Spirit Air Lines,1267,206,"('CUN', 'ORF')",0.0005421547325152844,"[[-86.8770980835, 21.0365009308], [-76.2012023926, 36.8945999146]]"
196,Delta Air Lines Inc.,578,159,"('CUN', 'PBI')",0.0008274083225209619,"[[-86.8770980835, 21.0365009308], [-80.0955963135, 26.6832008362]]"
197,Sun Country Airlines d/b/a MN Airlines,1463,326,"('CUN', 'RFD')",0.0003606213046339066,"[[-86.8770980835, 21.0365009308], [-89.0971984863, 42.195400238]]"
198,American Airlines Inc.,498,140,"('CUN', 'RSW')",0.000343210196628779,"[[-86.8770980835, 21.0365009308], [-81.7552032471, 26.5361995697]]"
199,United Air Lines Inc.,2407,23198,"('CUN', 'SFO')",0.000887670001231477,"[[-86.8770980835, 21.0365009308], [-122.375, 37.6189994812]]"
200,Delta Air Lines Inc.,663,192,"('CUN', 'TLH')",0.0008523749337277648,"[[-86.8770980835, 21.0365009308], [-84.3503036499, 30.3964996338]]"
201,Envoy Air,421,186,"('CUU', 'LBB')",0.0023894862604540022,"[[-105.964996338, 28.7028999329], [-101.822998047, 33.6636009216]]"
202,Kalitta Air LLC,7094,809,"('CVG', 'BAH')",0.002389486260454002,"[[-84.6678009033, 39.0488014221], [50.6335983276, 26.2707996368]]"
203,Atlas Air Inc.,6808,2540,"('CVG', 'ICN')",0.0004753647630808194,"[[-84.6678009033, 39.0488014221], [126.450996399, 37.4691009521]]"
204,Atlas Air Inc.,6537,771,"('CVG', 'NRT')",0.0005057426146934282,"[[-84.6678009033, 39.0488014221], [140.386001587, 35.7647018433]]"
205,Southern Air Inc.,7312,836,"('CVG', 'SHJ')",0.002389486260454002,"[[-84.6678009033, 39.0488014221], [55.51720047, 25.3285999298]]"
206,USA Jet Airlines Inc.,1504,620,"('CVG', 'SLP')",0.000875569078458968,"[[-84.6678009033, 39.0488014221], [-100.930999756, 22.2542991638]]"
207,Atlas Air Inc.,2725,339,"('CVG', 'UIO')",0.00026874037059937834,"[[-84.6678009033, 39.0488014221], [-78.3575, -0.129166666667]]"
208,Atlas Air Inc.,1158,324,"('CVG', 'YHZ')",0.0004910590265884002,"[[-84.6678009033, 39.0488014221], [-63.5085983276, 44.8807983398]]"
209,USA Jet Airlines Inc.,331,80,"('CVG', 'YXU')",0.00046582826260063443,"[[-84.6678009033, 39.0488014221], [-81.1539, 43.035599]]"
210,CAT Aviation,4667,0,"('DAL', 'BHX')",0.0002395518926482979,"[[-96.8517990112, 32.8470993042], [-1.74802994728, 52.4538993835]]"
211,VistaJet Limited,2636,0,"('DAL', 'CIW')",0.0002688661700768903,"[[-96.8517990112, 32.8470993042], [-61.3423995972, 12.6990003586]]"
212,Atlas Air Inc.,1289,169,"('DAL', 'NAS')",0.0004186418820452611,"[[-96.8517990112, 32.8470993042], [-77.4662017822, 25.0389995575]]"
213,"Jet Aviation Flight Services, Inc.",1687,297,"('DAL', 'PLS')",0.00024360073243850951,"[[-96.8517990112, 32.8470993042], [-72.2658996582, 21.7735996246]]"
214,Chartright Air Inc.,1278,0,"('DAL', 'YQR')",0.00018231448828492542,"[[-96.8517990112, 32.8470993042], [-104.666000366, 50.4319000244]]"
215,American Airlines Inc.,826,3395,"('DCA', 'BDA')",0.00025725697187772666,"[[-77.0376968384, 38.8521003723], [-64.6787033081, 32.3639984131]]"
216,"Jet Aviation Flight Services, Inc.",4316,495,"('DCA', 'HEL')",0.0001558969484519089,"[[-77.0376968384, 38.8521003723], [24.963300705, 60.317199707]]"
217,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),773,0,"('DEN', 'CUU')",0.0007236678980100128,"[[-104.672996521, 39.8616981506], [-105.964996338, 28.7028999329]]"
218,Atlas Air Inc.,4572,544,"('DEN', 'CWL')",0.0007558401946320481,"[[-104.672996521, 39.8616981506], [-3.34332990646, 51.3967018127]]"
219,United Air Lines Inc.,1697,885,"('DEN', 'CZM')",0.00015639018964571074,"[[-104.672996521, 39.8616981506], [-86.9255981445, 20.5223999023]]"
220,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1982,261,"('DEN', 'GCM')",0.00023310725497356963,"[[-104.672996521, 39.8616981506], [-81.3576965332, 19.2928009033]]"
221,VistaJet Limited,4701,0,"('DEN', 'JER')",0.0009126038996134189,"[[-104.672996521, 39.8616981506], [-2.19550991058, 49.207901001]]"
222,VistaJet Limited,4669,0,"('DEN', 'NHT')",0.00047985634194813763,"[[-104.672996521, 39.8616981506], [-0.418166995049, 51.5530014038]]"
223,Comlux Aruba NV,5180,0,"('DEN', 'VLC')",0.0007989566071848962,"[[-104.672996521, 39.8616981506], [-0.481624990702, 39.4892997742]]"
224,Envoy Air,836,8211,"('DFW', 'AGU')",0.0008504394009684266,"[[-97.0380020142, 32.8968009949], [-102.318000793, 21.7056007385]]"
225,American Airlines Inc.,4920,16296,"('DFW', 'AMS')",0.0004150746692318649,"[[-97.0380020142, 32.8968009949], [4.76388978958, 52.3086013794]]"
226,Etihad Airways,8068,0,"('DFW', 'AUH')",0.0004009759462861901,"[[-97.0380020142, 32.8968009949], [54.6511001587, 24.4330005646]]"
227,Miami Air International,2732,325,"('DFW', 'BGI')",0.00046574047874581125,"[[-97.0380020142, 32.8968009949], [-59.4925003052, 13.0746002197]]"
228,American Airlines Inc.,864,8860,"('DFW', 'BJX')",0.00043483200508629593,"[[-97.0380020142, 32.8968009949], [-101.481002808, 20.9934997559]]"
229,American Airlines Inc.,2438,9474,"('DFW', 'BOG')",0.00034112712585426276,"[[-97.0380020142, 32.8968009949], [-74.1469, 4.70159]]"
230,Singapore Airlines Ltd.,4959,0,"('DFW', 'BRU')",0.00037747113129423524,"[[-97.0380020142, 32.8968009949], [4.48443984985, 50.9014015198]]"
231,American Airlines Inc.,1189,5994,"('DFW', 'BZE')",0.00031306701393695135,"[[-97.0380020142, 32.8968009949], [-88.3081970215, 17.539100647]]"
232,American Airlines Inc.,4910,704,"('DFW', 'COR')",0.0023894862604540022,"[[-97.0380020142, 32.8968009949], [-64.2080001831, -31.323600769]]"
233,Envoy Air,604,7309,"('DFW', 'CUU')",0.0012102568464884443,"[[-97.0380020142, 32.8968009949], [-105.964996338, 28.7028999329]]"
234,American Airlines Inc.,1055,5421,"('DFW', 'CZM')",0.0002732304322528672,"[[-97.0380020142, 32.8968009949], [-86.9255981445, 20.5223999023]]"
235,AirBridgeCargo Airlines Limited,5794,0,"('DFW', 'DME')",0.0010360133620879678,"[[-97.0380020142, 32.8968009949], [37.9062995911, 55.4087982178]]"
236,American Airlines Inc.,1626,233,"('DFW', 'KIN')",0.00041270003244167885,"[[-97.0380020142, 32.8968009949], [-76.7874984741, 17.9356994629]]"
237,American Airlines Inc.,5365,629,"('DFW', 'MVD')",0.00040641087909031775,"[[-97.0380020142, 32.8968009949], [-56.0307998657, -34.8384017944]]"
238,American Airlines Inc.,1300,6343,"('DFW', 'NAS')",0.0010540484461221723,"[[-97.0380020142, 32.8968009949], [-77.4662017822, 25.0389995575]]"
239,Omni Air International LLC,6469,816,"('DFW', 'OKO')",0.0018704618458098936,"[[-97.0380020142, 32.8968009949], [139.348007202, 35.748500824]]"
240,Etihad Airways,6017,0,"('DFW', 'OTP')",0.0023894862604540022,"[[-97.0380020142, 32.8968009949], [26.1021995544, 44.5722007751]]"
241,Cargolux Airlines International S.A,4481,0,"('DFW', 'PIK')",0.0006390243230257552,"[[-97.0380020142, 32.8968009949], [-4.58666992188, 55.5093994141]]"
242,American Airlines Inc.,1990,290,"('DFW', 'PTY')",0.0003133486152880935,"[[-97.0380020142, 32.8968009949], [-79.3834991455, 9.0713596344]]"
243,Envoy Air,867,8840,"('DFW', 'QRO')",0.0010448094048677659,"[[-97.0380020142, 32.8968009949], [-100.185997009, 20.6173000336]]"
244,American Airlines Inc.,1431,5023,"('DFW', 'SAL')",0.0003744766316265877,"[[-97.0380020142, 32.8968009949], [-89.0557022095, 13.4408998489]]"
245,Omni Air International LLC,3003,378,"('DFW', 'SFJ')",0.0014561905841064694,"[[-97.0380020142, 32.8968009949], [-50.7116031647, 67.0122218992]]"
246,American Airlines Inc.,1024,16771,"('DFW', 'SJD')",0.0007039962073176864,"[[-97.0380020142, 32.8968009949], [-109.721000671, 23.1518001556]]"
247,AirBridgeCargo Airlines Limited,5752,0,"('DFW', 'SVO')",0.0003503092545757594,"[[-97.0380020142, 32.8968009949], [37.4146003723, 55.9725990295]]"
248,Sky Regional Airlines Inc.,1426,0,"('DFW', 'YOW')",0.0008285074759394875,"[[-97.0380020142, 32.8968009949], [-75.6691970825, 45.3224983215]]"
249,Envoy Air,1513,6748,"('DFW', 'YUL')",0.001672866189420827,"[[-97.0380020142, 32.8968009949], [-73.7407989502, 45.4706001282]]"
250,American Airlines Inc.,1199,13427,"('DFW', 'YYZ')",0.0031325009755134143,"[[-97.0380020142, 32.8968009949], [-79.6305999756, 43.6772003174]]"
251,"Seaborne Virgin Islands, Inc.",369,2347,"('DOM', 'SJU')",0.002389486260454002,"[[-61.2999992371, 15.5469999313], [-66.0018005371, 18.4393997192]]"
252,Western Global,4831,533,"('DOV', 'KBP')",0.0004821215368496332,"[[-75.46600342, 39.12950134], [30.8946990967, 50.3450012207]]"
253,Western Global,3848,1691,"('DOV', 'LGG')",0.002642050671002694,"[[-75.46600342, 39.12950134], [5.44322013855, 50.6374015808]]"
254,Western Global,3977,460,"('DOV', 'ORB')",0.0023894862604540022,"[[-75.46600342, 39.12950134], [15.0380001068, 59.2237014771]]"
255,Kalitta Air LLC,4287,469,"('DOV', 'WRO')",0.0023894862604540022,"[[-75.46600342, 39.12950134], [16.885799408, 51.1026992798]]"
256,Aeromexico,2004,0,"('DTW', 'ACA')",0.00038953064711287546,"[[-83.3534011841, 42.2123985291], [-99.7539978027, 16.7570991516]]"
257,Alia-(The) Royal Jordanian,6055,0,"('DTW', 'AMM')",0.0005552654850657186,"[[-83.3534011841, 42.2123985291], [35.9931983948, 31.7226009369]]"
258,Delta Air Lines Inc.,3940,38693,"('DTW', 'AMS')",0.0002920404694385546,"[[-83.3534011841, 42.2123985291], [4.76388978958, 52.3086013794]]"
259,Aerolitoral,1803,0,"('DTW', 'BJX')",0.0003829738263711704,"[[-83.3534011841, 42.2123985291], [-101.481002808, 20.9934997559]]"
260,Delta Air Lines Inc.,3962,13964,"('DTW', 'CDG')",0.00024995201569150924,"[[-83.3534011841, 42.2123985291], [2.54999995232, 49.0127983093]]"
261,Delta Air Lines Inc.,1509,871,"('DTW', 'CZM')",0.0002159984983744315,"[[-83.3534011841, 42.2123985291], [-86.9255981445, 20.5223999023]]"
262,Aerolitoral,1524,0,"('DTW', 'SLW')",0.0008558789387907117,"[[-83.3534011841, 42.2123985291], [-100.929000854, 25.5494995117]]"
263,Delta Air Lines Inc.,5048,649,"('DTW', 'VCP')",0.0005702810831058332,"[[-83.3534011841, 42.2123985291], [-47.1344985962, -23.0074005127]]"
264,SkyWest Airlines Inc.,440,5732,"('DTW', 'YOW')",0.000531211810922471,"[[-83.3534011841, 42.2123985291], [-75.6691970825, 45.3224983215]]"
265,Kalitta Charters II,21,15,"('DTW', 'YQG')",0.0006036941910852841,"[[-83.3534011841, 42.2123985291], [-82.9555969238, 42.2756004333]]"
266,Cavok Air LLC,1461,0,"('DTW', 'YQX')",0.0002487546352031602,"[[-83.3534011841, 42.2123985291], [-54.5680999756, 48.9369010925]]"
267,Delta Air Lines Inc.,1962,1141,"('DTW', 'YVR')",0.0016599163947132317,"[[-83.3534011841, 42.2123985291], [-123.183998108, 49.193901062]]"
268,GoJet Airlines LLC d/b/a United Express,214,5554,"('DTW', 'YYZ')",0.0021184603670714726,"[[-83.3534011841, 42.2123985291], [-79.6305999756, 43.6772003174]]"
269,Aer Lingus Plc,3078,0,"('DUB', 'BDL')",0.00020617241306101087,"[[-6.27007007599, 53.4212989807], [-72.6831970215, 41.9388999939]]"
270,American Airlines Inc.,2804,508,"('DUB', 'BGR')",0.0005724617993950704,"[[-6.27007007599, 53.4212989807], [-68.8281021118, 44.8073997498]]"
271,Delta Air Lines Inc.,2993,12478,"('DUB', 'BOS')",0.00048421552855398956,"[[-6.27007007599, 53.4212989807], [-71.00520325, 42.36429977]]"
272,American Airlines Inc.,3721,12994,"('DUB', 'CLT')",0.00029180203400664166,"[[-6.27007007599, 53.4212989807], [-80.9430999756, 35.2140007019]]"
273,Delta Air Lines Inc.,3787,651,"('DUB', 'GSP')",0.00030277146944148603,"[[-6.27007007599, 53.4212989807], [-82.2189025879, 34.8956985474]]"
274,VistaJet Limited,3181,0,"('DUB', 'TEB')",0.0010717533657629526,"[[-6.27007007599, 53.4212989807], [-74.060798645, 40.8501014709]]"
275,Norwegian Air International Ltd.,3153,0,"('EDI', 'BDL')",0.00013879795615185422,"[[-3.37249994278, 55.9500007629], [-72.6831970215, 41.9388999939]]"
276,United Air Lines Inc.,4611,603,"('EDI', 'IAH')",0.0004683555205610938,"[[-3.37249994278, 55.9500007629], [-95.3414001465, 29.9843997955]]"
277,American Airlines Inc.,3256,14092,"('EDI', 'JFK')",0.0006162920181999511,"[[-3.37249994278, 55.9500007629], [-73.77890015, 40.63980103]]"
278,Britannia Airways Ltd.,4144,0,"('EDI', 'SFB')",0.00040780295384907245,"[[-3.37249994278, 55.9500007629], [-81.2375030518, 28.7775993347]]"
279,ExpressJet Airlines Inc.,215,59,"('ELP', 'CUU')",0.00022427405836997118,"[[-106.3779984, 31.80719948], [-105.964996338, 28.7028999329]]"
280,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1675,236,"('ELP', 'SAL')",0.00047885882132278255,"[[-106.3779984, 31.80719948], [-89.0557022095, 13.4408998489]]"
281,Amerijet International,1475,362,"('ELP', 'YQG')",0.000230624018493813,"[[-106.3779984, 31.80719948], [-82.9555969238, 42.2756004333]]"
282,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2210,184,"('ELP', 'YQH')",0.0023894862604540022,"[[-106.3779984, 31.80719948], [-128.822006226, 60.1164016724]]"
283,Kalitta Charters II,1580,185,"('ELP', 'YXU')",0.0004361898385809662,"[[-106.3779984, 31.80719948], [-81.1539, 43.035599]]"
284,Ameristar Air Cargo,1348,218,"('EVV', 'SLP')",0.00035292506574959395,"[[-87.5324020386, 38.0369987488], [-100.930999756, 22.2542991638]]"
285,Ethiopian Airlines,6985,0,"('EWR', 'ADD')",0.000622050784690531,"[[-74.1687011719, 40.6925010681], [38.7993011475, 8.97789001465]]"
286,National Aviation Company of India Limited d/b/a Air India,7554,0,"('EWR', 'AMD')",0.0023894862604540022,"[[-74.1687011719, 40.6925010681], [72.6346969604, 23.0771999359]]"
287,United Air Lines Inc.,1783,2129,"('EWR', 'ANU')",0.000527166336041107,"[[-74.1687011719, 40.6925010681], [-61.792702, 17.1367]]"
288,United Air Lines Inc.,3930,14252,"('EWR', 'ARN')",0.00039764164230015947,"[[-74.1687011719, 40.6925010681], [17.9186000824, 59.6519012451]]"
289,United Air Lines Inc.,4956,17417,"('EWR', 'ATH')",0.0005525005894969522,"[[-74.1687011719, 40.6925010681], [23.9444999695, 37.9364013672]]"
290,United Air Lines Inc.,1957,17011,"('EWR', 'AUA')",0.0006583140013777658,"[[-74.1687011719, 40.6925010681], [-70.0151977539, 12.5013999939]]"
291,United Air Lines Inc.,779,2659,"('EWR', 'BDA')",0.0007038146809654534,"[[-74.1687011719, 40.6925010681], [-64.6787033081, 32.3639984131]]"
292,JetBlue Airways,2099,1438,"('EWR', 'BGI')",0.00047768690004908995,"[[-74.1687011719, 40.6925010681], [-59.4925003052, 13.0746002197]]"
293,Elite Airways LLC,1074,1092,"('EWR', 'BIM')",0.001226232758727957,"[[-74.1687011719, 40.6925010681], [-79.2647018433, 25.6998996735]]"
294,United Air Lines Inc.,1999,1122,"('EWR', 'BON')",0.000485222271575789,"[[-74.1687011719, 40.6925010681], [-68.2685012817, 12.1309995651]]"
295,United Air Lines Inc.,1804,1759,"('EWR', 'BZE')",0.0004205037554436055,"[[-74.1687011719, 40.6925010681], [-88.3081970215, 17.539100647]]"
296,Scandinavian Airlines Sys.,3867,0,"('EWR', 'CPH')",0.00033559266777038365,"[[-74.1687011719, 40.6925010681], [12.6560001373, 55.6179008484]]"
297,United Air Lines Inc.,7324,24659,"('EWR', 'DEL')",0.0008474351002314711,"[[-74.1687011719, 40.6925010681], [77.1031036377, 28.5664997101]]"
298,Lufthansa German Airlines,3762,0,"('EWR', 'DUS')",0.0004518245613167571,"[[-74.1687011719, 40.6925010681], [6.7667798996, 51.2895011902]]"
299,Emirates,6861,0,"('EWR', 'DXB')",0.00033014361883429975,"[[-74.1687011719, 40.6925010681], [55.3643989563, 25.2527999878]]"
300,United Air Lines Inc.,4800,675,"('EWR', 'GIG')",0.0003621726775164939,"[[-74.1687011719, 40.6925010681], [-43.2505569458, -22.8099994659]]"
301,Jet2.com,3369,0,"('EWR', 'LBA')",0.0023894862604540022,"[[-74.1687011719, 40.6925010681], [-1.66057002544, 53.8658981323]]"
302,United Air Lines Inc.,3385,11949,"('EWR', 'LIS')",0.0003768493368472145,"[[-74.1687011719, 40.6925010681], [-9.13591957092, 38.7812995911]]"
303,"Global Jet Luxembourg, Sa",4007,0,"('EWR', 'NCE')",0.0003886546079952273,"[[-74.1687011719, 40.6925010681], [7.21586990356, 43.6584014893]]"
304,United Parcel Service,3485,7520,"('EWR', 'STN')",0.00035233954053773763,"[[-74.1687011719, 40.6925010681], [0.234999999404, 51.8849983215]]"
305,Blue Jet SP Z o o,4682,0,"('EWR', 'VKO')",0.00043170616038378055,"[[-74.1687011719, 40.6925010681], [37.2615013123, 55.5914993286]]"
306,"Jet Aviation Flight Services, Inc.",2023,300,"('EWR', 'YEG')",0.001054169796986391,"[[-74.1687011719, 40.6925010681], [-113.580001831, 53.3097000122]]"
307,ExpressJet Airlines Inc.,613,8856,"('EWR', 'YHZ')",0.000774905391979835,"[[-74.1687011719, 40.6925010681], [-63.5085983276, 44.8807983398]]"
308,ExpressJet Airlines Inc.,328,7530,"('EWR', 'YOW')",0.0008927664518927305,"[[-74.1687011719, 40.6925010681], [-75.6691970825, 45.3224983215]]"
309,Delta Air Lines Inc.,1284,290,"('EWR', 'YWG')",0.0006797913808333271,"[[-74.1687011719, 40.6925010681], [-97.2398986816, 49.9099998474]]"
310,VistaJet Limited,3263,0,"('FAB', 'BED')",0.00020824172118613968,"[[-0.776332974434, 51.2757987976], [-71.28900146, 42.47000122]]"
311,DCA,3457,0,"('FAB', 'EWR')",0.0005592092102496019,"[[-0.776332974434, 51.2757987976], [-74.1687011719, 40.6925010681]]"
312,TAG Aviation S.A.,4842,0,"('FAB', 'HOU')",0.00025768753669089636,"[[-0.776332974434, 51.2757987976], [-95.27890015, 29.64539909]]"
313,VistaJet Limited,3950,0,"('FAB', 'MDW')",0.00031375619472472153,"[[-0.776332974434, 51.2757987976], [-87.7524032593, 41.7859992981]]"
314,"Comlux Malta, Ltd.",4141,0,"('FAB', 'SAV')",0.00019217169659337688,"[[-0.776332974434, 51.2757987976], [-81.20210266, 32.12760162]]"
315,VistaJet Limited,4424,0,"('FAR', 'DIJ')",0.0023894862604540022,"[[-96.8158035278, 46.9207000732], [5.09000015259, 47.268901825]]"
316,Chartright Air Inc.,4657,0,"('FAR', 'TLN')",0.0005372690609281747,"[[-96.8158035278, 46.9207000732], [6.14602994919, 43.0973014832]]"
317,Compagnia Aerea Italiana,4093,0,"('FCO', 'BOS')",0.0002734363754913314,"[[12.2508001328, 41.8045005798], [-71.00520325, 42.36429977]]"
318,American Airlines Inc.,4813,18557,"('FCO', 'CLT')",0.00015964443346006194,"[[12.2508001328, 41.8045005798], [-80.9430999756, 35.2140007019]]"
